labels	text	cls
O O O B_spatial_relation B_object_location_type I_object_location_type O O O B_movie_type I_movie_type	What is the closest movie theatre that is playing animated movies	False
O B_location_name I_location_name O O B_movie_type I_movie_type	What Pacific Theatres are playing animated movies	False
O B_object_name I_object_name I_object_name I_object_name B_rating_value B_rating_unit	rate Until I Find You four points	False
O O O B_object_name I_object_name I_object_name I_object_name O	Please find me Glass Cloud – Single .	False
O O B_music_item I_music_item O B_artist I_artist	play a sound track by Tom Thacker	False
O B_artist I_artist O B_playlist_owner B_playlist I_playlist O	add lil armstrong to my Adrenaline Workout playlist	False
O O O B_condition_temperature B_timeRange I_timeRange I_timeRange I_timeRange I_timeRange O B_geographic_poi I_geographic_poi I_geographic_poi I_geographic_poi	Will it be chilly in two hundred thirteen days at Dochū-Kōtsu Prefectural Natural Park	False
O O O B_artist I_artist O B_service	Play me some Max Martin on Lastfm	False
O B_entity_name I_entity_name I_entity_name O B_playlist_owner B_playlist I_playlist I_playlist I_playlist	Add 2012 Zwanzig Zwölf to my miami 2017 guest list	False
O O O O B_object_type I_object_type O B_movie_type B_spatial_relation O	Can i get the movie schedule for films nearby .	False
O O O O B_artist I_artist O O B_playlist I_playlist O	I want to add johnny burke to the Country Bound playlist	False
O B_service O O B_track I_track I_track I_track I_track I_track O	Open Netflix and play Kan Man Gifta Sig I Jeans ?	False
O B_music_item O B_playlist I_playlist	Add track to fresh finds	False
O O O B_object_type O O B_movie_name I_movie_name I_movie_name B_spatial_relation O B_object_location_type I_object_location_type	show me the schedule of movie Warning from Space closest to movie house	False
O O B_state O O B_timeRange	weather for MA in the morning	False
O B_track I_track I_track I_track O B_artist I_artist	play By The Sleepy Lagoon by Greg Kurstin	False
O O O O B_party_size_number O O O B_restaurant_type O B_facility O B_city O B_state O B_timeRange	Book a reservation for five people at a restaurant with pool in Benkelman , MI in Apr.	False
O B_object_select I_object_select B_object_type B_rating_value O O B_best_rating O	Rate this current essay four out of 6 .	False
O O O O O B_sort B_restaurant_type I_restaurant_type O B_spatial_relation I_spatial_relation I_spatial_relation I_spatial_relation O B_state O O B_cuisine O O B_party_size_description I_party_size_description I_party_size_description I_party_size_description I_party_size_description	I need to book the best food court in within the same area as OK that serves persian food for my ex husband and I	False
O O O O O O B_city O B_state	Tell me the weather forecast for Molino , Washington	False
O O O O B_object_name I_object_name I_object_name I_object_name B_object_type O	Please get me the British Journal of Dermatology game .	False
O B_music_item O O B_year	Play movement music from 1954	False
O O O O B_party_size_number O O B_restaurant_type O B_state O O B_served_dish O	Get me reservations for seven at a restaurant in PW that serves tourte .	False
O O B_movie_name I_movie_name I_movie_name O	Where is Priorities on Parade playing	False
O O O B_music_item O B_artist I_artist	Play me a tune by john clayton	False
O B_object_name	find Starcross	False
B_party_size_description I_party_size_description I_party_size_description O O O O O B_restaurant_type B_timeRange I_timeRange I_timeRange I_timeRange	courtney and ruby want to eat at a restaurant three years from now	False
O O O B_country I_country O O B_condition_description	what is the Sri Lanka forecast for snow	False
O O O B_movie_name O O B_location_name I_location_name	What time is Kickboxer showing at Cobb Theatres	False
O O B_object_select B_object_type B_rating_value	Give the current essay 3	False
O O O B_condition_temperature B_country I_country B_city O B_timeRange I_timeRange I_timeRange	will it be hotter Netherlands Antilles Flats on april the 27th	False
O O O B_spatial_relation O B_poi I_poi I_poi B_timeRange I_timeRange I_timeRange O B_party_size_number O O B_restaurant_name I_restaurant_name I_restaurant_name	Find a reservation far from my work location in eight hours for 8 people at Union Auto Company	False
O B_object_type I_object_type	List movie schedule	False
O B_service O O O B_year O O B_artist I_artist O	use Iheart radio to play eighties music from Hugh Masekela .	False
O O O B_restaurant_type O B_city B_state O O O O B_party_size_number	Please find a restaurant in Sierraville Wyoming that has room for 6	False
O B_entity_name I_entity_name I_entity_name O B_playlist_owner B_playlist I_playlist I_playlist I_playlist O	Add the pop tarts to my this is astor piazzolla playlist	False
O O B_music_item O B_playlist_owner B_playlist I_playlist I_playlist I_playlist	Add this song to noreen's fresh finds six strings	False
O O O O O B_object_type B_object_name I_object_name I_object_name	I'd like to hear the song In a Reverie	False
O O B_object_type B_object_name I_object_name I_object_name	Where is picture Everybody Wants You	False
O O B_object_type B_object_name I_object_name I_object_name I_object_name I_object_name I_object_name B_rating_value B_rating_unit	rate the book Joyful Noise: Poems for Two Voices 3 points	False
O O B_object_type I_object_type O B_movie_type I_movie_type B_spatial_relation I_spatial_relation I_spatial_relation	What's the movie schedule for animated movies in the neighborhood	False
O O O O O B_artist I_artist O B_year B_music_item O B_service O	I'd like to listen to Tom Cochrane 's 1990 ep on Zvooq .	False
O O B_object_select B_object_type B_rating_value O O B_best_rating B_rating_unit	Rate the current textbook 4 out of 6 points	False
O B_object_select B_object_part_of_series_type O B_rating_value O O B_best_rating	the current saga gets 0 out of 6	False
O O O O O B_restaurant_type O B_facility O B_state	book a spot at a taverna with internet in Mississippi	False
O B_object_select B_object_type O B_rating_value O	Rate this album a one .	False
O B_entity_name O B_playlist O	add zombieland to Noctámbulo playlist	False
O O O B_movie_type I_movie_type O B_object_type O O B_spatial_relation B_object_location_type I_object_location_type	Show the latest animated movies movie times for the nearest movie house	False
O B_object_name I_object_name I_object_name I_object_name O O B_object_type I_object_type	find The Most Important People , a television show	False
O B_object_name I_object_name I_object_name I_object_name B_rating_value O B_best_rating	rate Winning the Oil Endgame zero of 6	False
O O B_music_item O B_playlist_owner B_playlist O	add the tune to my viajes playlist	False
O B_entity_name I_entity_name I_entity_name I_entity_name O B_playlist_owner B_playlist I_playlist I_playlist O	Add the patty patty sound to my metal talks kreator playlist	False
O B_object_name I_object_name I_object_name I_object_name I_object_name I_object_name O B_rating_value	give The Story of the Last Thought a five	False
O O O B_condition_description O B_state	Will it be stormy in MA	False
O B_object_location_type I_object_location_type O O B_movie_name I_movie_name I_movie_name	What movie theatre is playing The Magnificent Scoundrels	False
O O O O O B_restaurant_name I_restaurant_name I_restaurant_name O B_city I_city O B_state	Get me a table at Prospect of Whitby in Blaine Hill , ID	False
O O B_music_item O B_playlist_owner B_playlist I_playlist I_playlist I_playlist O	add this tune to my It's a Southern Thing playlist	False
O O O O O B_condition_temperature B_timeRange I_timeRange I_timeRange I_timeRange O B_city	Tell me if it'll be hotter a week from now in Waxhaw	False
O O O B_condition_temperature O B_timeRange O B_city I_city B_state	Will it be freezing on 4/20/2038 in AMerican Beach NC	False
O B_music_item O B_year	Play concerto from 1951	False
O O B_music_item O B_playlist_owner B_playlist I_playlist I_playlist I_playlist O	add this artist to my this is miguel bosé playlist	False
O O O O O B_country O	What's the weather forecast for Seychelles ?	False
O O B_movie_name I_movie_name I_movie_name I_movie_name O O O B_spatial_relation B_object_location_type I_object_location_type O	When is Have Sword, Will Travel playing at the closest movie theatre ?	False
O B_entity_name I_entity_name I_entity_name I_entity_name O B_playlist_owner B_playlist I_playlist I_playlist	add blood guts & glory to my this is chopin	False
O O O B_timeRange O O O B_country I_country	what is the meal time forecast for Cayman Islands	False
O O B_music_item O B_playlist_owner B_playlist I_playlist O	add the song to my We Everywhere playlist	False
O B_object_name I_object_name I_object_name I_object_name B_rating_value O B_best_rating B_rating_unit	rate Darth Maul: Shadow Hunter one out 6 stars	False
O B_entity_name I_entity_name O B_playlist_owner O O B_playlist	add Rak biszewilo to my playlist named Jazz	False
O B_object_name I_object_name B_rating_value O O B_best_rating B_rating_unit	Rate The Change 0 out of 6 points	False
O O B_music_item O B_year O B_service	Play a song from 1990 on Netflix	False
O O B_year B_music_item O O B_service	Play some twenties chant music on Slacker	False
O O O B_movie_name I_movie_name I_movie_name O O B_location_name I_location_name	What time is Rites of Spring playing at Marcus Corporation	False
O O O O O O B_restaurant_type O B_city I_city O B_state	Please get me seating at the tavern in Red Lick , Michigan	False
O B_object_select B_object_type B_rating_value B_rating_unit	Give this textbook 5 points	False
O O O O O B_object_type O B_object_name I_object_name I_object_name	Where can I find the trailer for Sensations of 1945	False
O O O O O B_condition_temperature B_timeRange O B_city O B_state	Is it going to be chilly today in Abo , WI	False
O O B_music_item O O B_year O B_artist I_artist	Play a song from the seventies by Pepe Aguilar	False
O B_object_select B_object_type O B_rating_value O O B_best_rating O	Rate this novel a two out of 6 .	False
O O B_music_item O B_playlist_owner O B_playlist I_playlist	Add this tune to my list jazz vibes	False
O B_artist I_artist O B_playlist_owner B_playlist I_playlist I_playlist	add Harry J to my dubstep dangles dirty	False
O O B_artist O B_music_item O O B_playlist O	Please add tobymac 's song onto the indiespensables playlist.	False
O O B_object_type O B_object_name I_object_name I_object_name O	Find a book called Environment and Behavior .	False
O O O O O O B_movie_name I_movie_name O O O O B_spatial_relation B_object_location_type	Can you tell me what time The Fickle is playing at the closest cinema	False
O B_object_name I_object_name B_object_part_of_series_type O B_rating_value O O B_best_rating	Rate The Taking series a zero out of 6	False
O O O O B_city I_city O B_state I_state O B_timeRange I_timeRange O	What's the forecast for Fort Payne , AMerican Samoa this march twentieth ?	False
O O B_object_select B_object_part_of_series_type O O O B_rating_value O O O O O B_best_rating	I give this series a value of one and a best rating of 6	False
O O O O O B_restaurant_type B_spatial_relation I_spatial_relation I_spatial_relation I_spatial_relation O O O O B_state O B_party_size_description I_party_size_description I_party_size_description O	I want to book a restaurant in the same area where I live in MA for ebony and yolanda .	False
O O O O O O O B_current_location I_current_location O B_timeRange I_timeRange	Tell me the weather forecast for my current place at 15 o'clock	False
O O O O B_condition_description B_timeRange I_timeRange O B_city	will there be a cloud next year in Kewanee	False
O O B_spatial_relation B_object_location_type O B_movie_name I_movie_name I_movie_name I_movie_name I_movie_name I_movie_name B_timeRange I_timeRange I_timeRange I_timeRange	what's the nearest cinema showing The Death of Stalinism in Bohemia 1 second from now	False
O O B_sort I_sort B_music_item O O B_year O	Play the top fifty soundtrack from the twenties .	False
O O O B_condition_description O B_city O B_timeRange I_timeRange I_timeRange	Is there a depression in Solromar on december 7, 2033	False
O O O B_condition_description O B_country B_timeRange I_timeRange I_timeRange	Will it be overcast in Luxembourg in fourteen seconds	False
O B_entity_name I_entity_name I_entity_name I_entity_name I_entity_name I_entity_name I_entity_name I_entity_name O B_playlist_owner B_playlist I_playlist I_playlist	Add I Hate Myself and I Want to Die to my Six string peacefulness	False
O O O O B_object_select B_object_type I_object_type B_rating_value O O B_best_rating B_rating_unit	I am giving this current book album 0 out of 6 stars	False
O O O B_restaurant_type O B_city I_city O B_state O	Please book a restaurant in Village Green , CA .	False
O B_object_type I_object_type O	Find movie schedules .	False
O O O B_object_type I_object_type O O B_location_name I_location_name	What is the movie schedule for the B&B Theatres	False
O O O B_condition_temperature O B_city I_city	Will it get colder in Cape Fair	False
O B_service I_service O	play Google Music tunes	False
O O B_object_name I_object_name I_object_name O	Show me Born in America ?	False
O B_object_type I_object_type O B_movie_type I_movie_type B_spatial_relation I_spatial_relation I_spatial_relation O	Fine movie times for animated movies in the neighborhood .	False
O O O O B_object_name I_object_name I_object_name B_object_type	I'd like to see Jacksonville Daily Progress saga	False
O O O O O B_genre O	I'd like to listen to Space music	False
O O O O O B_current_location O	What is the weather forecast here ?	False
O O B_object_name I_object_name O O O B_rating_value O O B_best_rating O	I give Ruled Britannia a rating of five out of 6 .	False
O O O B_condition_description O B_timeRange O B_city O B_state O	Will it be overcast at night in Kenmore , FL ?	False
O B_object_name I_object_name I_object_name I_object_name B_rating_value O O B_best_rating B_rating_unit	Rate Rajinikanth: The Definitive Biography one out of 6 stars	False
O O B_rating_value O O B_object_name I_object_name I_object_name I_object_name I_object_name O	give a zero rating to May We Borrow Your Husband ?	False
O O B_music_item O B_playlist_owner B_playlist I_playlist O	Add another tune to my Trance Life playlist.	False
O O B_object_name I_object_name I_object_name I_object_name I_object_name O B_rating_value	I give The Spirit of St. Louis a 1	False
O O B_music_item B_artist O B_playlist_owner B_playlist I_playlist O	add the artist Ruby to my digging now list	False
O B_artist I_artist O B_playlist I_playlist I_playlist I_playlist I_playlist	Add Michael Balzary to mujeres y hombres y fiesta	False
O O B_object_select B_object_type B_rating_value B_rating_unit O O B_best_rating	please rate this textbook five stars out of 6	False
B_timeRange I_timeRange I_timeRange O O O O O O O B_party_size_number O B_state I_state I_state	in a week make a reservation for a table of 7 in District Of Columbia	False
O O B_cuisine O B_restaurant_type O B_state	book a irish serving brasserie in AZ	False
O O O O O B_party_size_number O O B_restaurant_type O O B_served_dish O B_city B_state	I need a reservation for eight at a diner that has desserts in Ashmore TN	False
O O B_artist I_artist B_music_item O O B_playlist I_playlist O	Put a gary clark song into the soul bpm playlist.	False
O B_object_name I_object_name I_object_name O O B_object_type	find The Little Death , a soundtrack	False
O O O O B_sort B_music_item O O O B_artist O	Let me hear the top album by the artist, Skin .	False
O B_object_name I_object_name I_object_name B_rating_value O B_best_rating	Rate The Bourne Deception 4 of 6	False
O B_object_name I_object_name I_object_name I_object_name I_object_name B_rating_value O O B_best_rating B_rating_unit	rate The Writing on the Hearth 2 out of 6 points	False
O B_artist O B_playlist	Add Sheila to enamorándose	False
O O B_restaurant_type O B_country O B_party_size_number O	Book a restaurant in Myanmar for 4 .	False
B_rating_value B_rating_unit O O B_best_rating O O O O B_object_name I_object_name I_object_name	4 stars out of 6 is the rating for Fires of Azeroth	False
O O O B_movie_name I_movie_name O O B_location_name I_location_name O	What time is The Message playing at Loews Cineplex ?	False
O O B_sort B_music_item O B_artist I_artist	Play the top song by Jack Grisham	False
O O O O O B_condition_temperature O B_timeRange O B_city B_country	is it going to be chilly on 12/13/2025 in Haugan Pakistan	False
O O O O O B_city I_city B_state	what is the weather of East Portal KS	False
O O O O O O B_country	Tell me the weather forecast for Azerbaijan	False
O B_object_name I_object_name O O O B_object_type O	Show An Actress for the newest album .	False
O O B_object_type I_object_type O O	Show me movie schedules for today.	False
O O O O B_music_item O O B_sort B_music_item O B_artist O B_service	Can you play a song from the newest movement by prince on Lastfm	False
O O O O O B_music_item O B_playlist_owner B_playlist I_playlist O	I want to put this track on diann's Just Smile playlist	False
O O B_object_select B_object_type O B_rating_value O	Give the current album a four .	False
O B_object_name I_object_name I_object_name I_object_name I_object_name B_rating_value O O B_best_rating B_rating_unit	Give Beauty Is in the Street three out of 6 stars	False
O B_condition_temperature O O O O B_geographic_poi I_geographic_poi I_geographic_poi I_geographic_poi B_timeRange O	How hot will be there in Kanwar Lake Bird Sanctuary tomorrow ?	False
O O O O B_party_size_description I_party_size_description I_party_size_description O B_timeRange I_timeRange O B_country O	Book a table for pearl and verna slated ash wednesday in Gabon .	False
O O O B_artist I_artist B_music_item O O B_playlist O	please add this Rex Griffin tune to the Steampunk playlist	False
O O B_city B_state	Weather for Coaldale Arkansas	False
O O O B_artist I_artist	Play music by Daddy Yankee	False
O B_movie_name I_movie_name I_movie_name I_movie_name I_movie_name O O B_timeRange I_timeRange O B_location_name I_location_name O	Is The Lady and the Highwayman playing at 7 A.M. at Dipson Theatres ?	False
O B_music_item O B_artist I_artist O	Play movement by Duane Allman .	False
O O B_object_name I_object_name I_object_name I_object_name I_object_name	Search for Comedy Underground with Dave Attell	False
O B_artist I_artist O B_playlist_owner B_playlist I_playlist O	add alexandra govere to my anochecer urbano playlist	False
O B_object_select B_object_type B_rating_value O O B_best_rating B_rating_unit	Rate this novel 1 out of 6 points	False
O B_music_item O B_playlist I_playlist I_playlist	Add album to all out 00s	False
O O O B_condition_temperature O O O O B_city O	Will it get hotter in the city of Ashford ?	False
O B_entity_name I_entity_name I_entity_name O B_playlist_owner B_playlist O	Add Hotter Than Hell to my Fiesta playlist	False
O O B_object_type B_object_name I_object_name I_object_name I_object_name I_object_name I_object_name	Find the novel What We Did on Our Holiday	False
O B_object_type O B_object_select O O B_object_name O O B_rating_value B_rating_unit	A novel of this quality deserves your rating of four points	False
O O O O O B_restaurant_type O O B_country I_country B_timeRange I_timeRange I_timeRange I_timeRange I_timeRange I_timeRange I_timeRange	Book a table at a restaurant in the Cayman Islands two hundred ninety six days from now	False
O O O B_object_type B_object_name I_object_name I_object_name O B_rating_value O O B_best_rating	Rate the text book New Finnish Grammar a four out of 6	False
O O B_year B_music_item O B_artist I_artist	play a sixties song by George Sanger	False
O O O O B_movie_name I_movie_name I_movie_name O	Where and when is Unleashed – Entfesselt playing	False
O O O O O O O O B_city	Can you send me the weather forecast for Malcom	False
O O O O O B_movie_name I_movie_name I_movie_name	what time can i see Girls to Marry	False
B_object_type I_object_type O B_location_name I_location_name	movie schedule at Speakeasy Theaters	False
O B_entity_name I_entity_name I_entity_name I_entity_name I_entity_name I_entity_name I_entity_name I_entity_name O B_playlist_owner B_playlist I_playlist O	Add Los Hombres Calientes Volume 3 New Congo Square to my descanso infinito playlist.	False
O O O O O O B_restaurant_type O B_country	I need a table at a brasserie in Belgium	False
O O B_music_item O O B_playlist I_playlist O	Add a track to the Another Glass playlist.	False
O O O O O B_timeRange O B_state O	What is the weather forecast now in Texas ?	False
O B_album I_album I_album I_album I_album O B_artist I_artist O B_service	play Make The Cowboy Robots Cry by Sabin Rai on Vimeo	False
O O O O B_condition_description B_timeRange O B_city	will it be a snowy day in Dalcour	False
O O O O B_condition_description O B_city O B_state	is there expected of rainfall in Horton of Connecticut	False
O B_object_name I_object_name I_object_name I_object_name B_rating_value O B_best_rating	Rate The Saint in Trouble 1 of 6	False
O O B_restaurant_type O B_facility O O B_party_size_number O	Book a restaurant with parking facility for 3 .	False
O O O O O B_condition_description O B_geographic_poi I_geographic_poi I_geographic_poi I_geographic_poi I_geographic_poi B_timeRange I_timeRange I_timeRange I_timeRange	is it going to be foggy in Jewell Cemetery State Historic Site 7 weeks from now	False
O O B_music_item O B_playlist I_playlist I_playlist	Add this artist to the laugh list	False
O O O O O O B_condition_temperature O B_city O B_country I_country	Tell me when it will be chilly in Chicken , United Kingdom	False
O O B_object_type I_object_type O B_object_name I_object_name I_object_name	Get the video game of The Chipmunk Song	False
O O B_genre	Play genre opera	False
O B_music_item O B_playlist_owner B_playlist I_playlist O	add song to my eletro br playlist	False
O B_entity_name I_entity_name O B_playlist_owner B_playlist I_playlist	add hold tight to my throwback party	False
O B_movie_name I_movie_name I_movie_name I_movie_name O O B_location_name I_location_name B_timeRange	Is People of the Cumberland playing at Landmark Theatres now	False
O O O B_object_name I_object_name I_object_name B_object_type	Please look up The 4-Hour Workweek saga	False
O O B_object_type O B_object_name I_object_name	find a soundtrack called Pax Warrior	False
O B_object_select B_object_type O O B_rating_value O O B_best_rating B_rating_unit	This current book only nets 3 out of 6 points	False
O O O O O O O B_restaurant_name I_restaurant_name I_restaurant_name B_spatial_relation B_poi I_poi	Can you get me a reservation at WWE The World around Av U	False
O B_object_name I_object_name I_object_name I_object_name B_rating_value O B_best_rating	Rate Voyage in the Dark 3 of 6	False
O O O O B_party_size_number O B_city I_city B_timeRange I_timeRange I_timeRange	Book a reservation for four in Cajah's Mountain in 1 year	False
O O O O B_party_size_number O B_city B_state	book a table for ten in Pollock PA	False
O O O O O O O B_sort B_restaurant_type O B_state O	I'd like to get reservations at a top-rated restaurant in Arkansas .	False
B_party_size_description I_party_size_description I_party_size_description I_party_size_description I_party_size_description O O O O O O O B_restaurant_type O	my great grandfather and I would like to get together at a taverna .	False
O O B_artist I_artist B_music_item O O B_year	Play a Jim Mullen ep from the sixties	False
O O B_condition_temperature O B_city I_city B_country	Is it hot in Wind Ridge Guam	False
O O B_music_item O O B_playlist I_playlist I_playlist O	Add an album to the Días de Frío playlist.	False
O O O O O B_condition_temperature O B_city	Is it going to be warm in Cottageville	False
O O B_object_type O B_object_name I_object_name O	Find a game called Dynamite Warrior .	False
O O O O O O O B_city O B_timeRange I_timeRange I_timeRange O	What is the weather looking like in Prosser on feb. the 18th ?	False
O B_rating_value B_rating_unit O B_object_select B_object_part_of_series_type	give two stars to current chronicle	False
O O B_sort O B_artist I_artist I_artist	Play the top of emil de cou	False
O B_album I_album I_album O B_service	Play breed the killers on Itunes	False
O B_entity_name I_entity_name I_entity_name O B_playlist I_playlist	add The Open Door to autumn music	False
O O O O B_entity_name I_entity_name I_entity_name O B_playlist_owner O O B_playlist I_playlist I_playlist	I want to add In the Mood to my playlist called My Folksy Love	False
O O O O B_object_type O B_object_name I_object_name I_object_name O	Please look up the song , Twist of shadows .	False
O O B_object_type I_object_type O B_object_name I_object_name O	Find a TV series called Manufacturing Consent .	False
O O B_object_type O B_object_name I_object_name I_object_name I_object_name O	Find a song called You Cross My Path .	False
O O B_music_item O O B_playlist I_playlist O	Add the album to the psychedelic rock playlist	False
O O B_object_type I_object_type O O O O	show me movie times at my local theater.	False
O O O O O O O O O B_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name	Need to find a creative work with the title Sometimes the Blues Is Just a Passing Bird	False
O B_entity_name I_entity_name O B_playlist_owner O O B_playlist I_playlist I_playlist I_playlist I_playlist	Add Happy Holidays to my playlist called it's ok to like jazz	False
O O B_year B_music_item O B_artist I_artist O B_service	Play the thirties soundtrack by ghader abdollahzadeh on Youtube	False
O O O B_movie_name I_movie_name I_movie_name O	What time is The Ladies Diplomat playing?	False
O O B_movie_name I_movie_name O	When is Dead Birds playing?	False
O O B_restaurant_type O B_party_size_number O B_city O	Book a restaurant for ten in Germfask .	False
O B_service I_service O O O B_music_item	Use Google Music to play a song	False
O O B_object_type I_object_type O B_movie_type B_spatial_relation I_spatial_relation I_spatial_relation	i need movie times for movies in the area	False
O O B_condition_temperature O B_state	Is it freezing in Colorado	False
O O B_music_item O B_playlist I_playlist	Add this tune to Morning Commute	False
O O O B_music_item O B_playlist_owner B_playlist I_playlist I_playlist I_playlist I_playlist I_playlist O	add the current artist to my top 100 pop tracks on spotify playlist	False
O O O O B_timeRange O O B_restaurant_type B_spatial_relation I_spatial_relation I_spatial_relation O B_country I_country O O B_served_dish	book a table on 6/14/2035 at a bakery within walking distance of Equatorial Guinea that serves paella	False
O B_object_type I_object_type O B_movie_type B_spatial_relation I_spatial_relation	find movie times for films close by	False
O O O O O O O O B_served_dish B_restaurant_type O B_country O	I'm looking to reserve a table at a pasta restaurant in Serbia .	False
O B_object_select B_object_type B_rating_value B_rating_unit	Rate this essay five stars	False
O O B_movie_name I_movie_name I_movie_name O O B_location_name I_location_name O	When is The Pirate Fairy playing at AMC Theaters ?	False
O O O O B_city B_country	What's the weather in Waretown Lebanon	False
O O O O B_party_size_number O O O B_restaurant_type O O B_served_dish I_served_dish I_served_dish O	I want to get nine seats at a restaurant that serves ice cream cake .	False
O O O O O B_served_dish B_restaurant_type	book a spot at a crab restaurant	False
O O B_music_item B_track I_track I_track I_track	play the track The Wizard And I	False
O O O O B_state O	What's the forecast for Georgia ?	False
O B_object_type I_object_type O B_location_name I_location_name	find movie schedules in Warren Theatres	False
O B_object_name I_object_name I_object_name O B_object_type I_object_type	show Get It Together on TV show	False
O O B_condition_description B_spatial_relation B_state I_state	Is there snowfall nearby AMerican Samoa	False
O O O B_timeRange I_timeRange I_timeRange O O B_spatial_relation B_poi I_poi	book a spot in 1 second that is neighboring robin's hotel	False
O O O O O B_party_size_number O B_timeRange I_timeRange	Reserve me a resturant for 5 at seventeen o'clock	False
O O B_music_item O B_playlist_owner B_playlist I_playlist I_playlist I_playlist O	Add another song to my this is status quo playlist.	False
O O B_object_name B_object_type	Show the Chemdex.com photograph	False
O O B_object_select B_object_type B_rating_value O O B_best_rating B_rating_unit	give this current essay five out of 6 stars	False
O B_rating_value O O B_best_rating B_rating_unit O B_object_select B_object_type	give five out of 6 stars to current essay	False
O O B_year B_music_item O B_artist I_artist O B_service O	Play a 1958 soundtrack by Rudolf Schenker on Netflix .	False
O B_object_type I_object_type O B_location_name I_location_name O	Find movie times for B&B Theatres .	False
O O O O O B_restaurant_type O B_party_size_number O	I need to book a restaurant for 6 people.	False
O O O B_condition_temperature B_timeRange I_timeRange I_timeRange I_timeRange O B_country	Will it be colder 1 minute from now in Jersey	False
O O O O O B_condition_temperature B_current_location O B_timeRange I_timeRange	Tell me if it'll be chilly here at 0 pm	False
O O B_artist I_artist O B_playlist_owner B_playlist I_playlist I_playlist I_playlist O	Put some frank ferrer into my edna st vincent millay playlist.	False
O B_track I_track O B_artist I_artist	play Vanlose Stairway by Janove Ottesen	False
O O O O O O B_timeRange I_timeRange O O B_restaurant_type O B_country	Please call and reserve seating for march 6 at a diner in Kyrgyzstan	False
O O O B_movie_name I_movie_name O O B_location_name I_location_name	What time is Swarna Trishna playinh at Loews Cineplex	False
O O O O B_object_select B_object_type B_rating_value B_rating_unit	I am giving the current book two stars	False
O O B_object_name I_object_name I_object_name I_object_name I_object_name O O O O	I need Journal of Pediatric Oncology Nursing , help me find	False
O O B_condition_description O B_city	Is it humid in Charenton	False
O O O B_movie_name I_movie_name O	What time is Death Nurse showing	False
O B_object_name I_object_name I_object_name I_object_name	Play Keep Their Heads Ringin’	False
O B_object_name I_object_name I_object_name	Show The Matrix Revolutions	False
O B_music_item O B_playlist I_playlist	add song to thrash attack	False
O O O B_object_type I_object_type O B_location_name I_location_name O	What's on the movie schedules at Amco Entertainment ?	False
O O O O O B_movie_type O O B_spatial_relation I_spatial_relation I_spatial_relation	Give me a list of films that play in the neighbourhood	False
O B_artist I_artist O B_playlist I_playlist	add nour mhanna to workday lounge	False
O O B_object_type O B_object_name I_object_name I_object_name I_object_name I_object_name O	Find a painting called The Legend of Tashan Dorrsett .	False
O O O B_poi I_poi B_spatial_relation I_spatial_relation I_spatial_relation I_spatial_relation O O	book a spot in town in the same area as me	False
O B_entity_name I_entity_name O B_playlist_owner B_playlist O	Add jennie, jennie to my metal playlist	False
O B_object_select B_object_type B_rating_value B_rating_unit	Give this album 0 stars	False
O B_geographic_poi I_geographic_poi I_geographic_poi I_geographic_poi I_geographic_poi O B_condition_description O	is Cape Mount Nature Conservation Unit has storm weather	False
O O O O B_sort I_sort B_restaurant_type O B_timeRange	Book reservations at a highly rated bar on 11/23/2031	False
O O O B_artist I_artist	play music by Cass Elliot	False
O O O O O B_restaurant_name I_restaurant_name I_restaurant_name O B_country I_country O	Book a table at the WWE The World in South Korea .	False
O B_entity_name I_entity_name I_entity_name O B_playlist I_playlist I_playlist I_playlist I_playlist I_playlist	add Be Yourself Tonight to I Love My 90s Hip Hop	False
O O B_service B_genre O	play some Deezer oldies music	False
O O B_object_select B_object_type B_object_part_of_series_type B_rating_value O O B_best_rating	rate the current book series 4 out of 6	False
B_artist I_artist O O O O B_playlist_owner O B_playlist I_playlist	napoleon xiv should be added to sharlene's playlist transatlantic lullaby	False
O O B_restaurant_type O B_state O B_timeRange O B_party_size_number O	Book a restaurant in WI at 13:22:34 for 9 people.	False
O B_object_select B_object_type B_rating_value B_rating_unit	Rate this book one stars	False
O O B_object_name I_object_name I_object_name B_object_type O	Please search The Young Warriors game .	False
O O O O O O B_timeRange I_timeRange O B_state	what is the forecast starting at 8 pm for Alaska	False
O O O O O B_condition_temperature O B_city	what is the forecast for colder in Anston	False
O O O B_condition_temperature O B_city B_country	Will it be hot in Dongola Cameroon	False
O O O O B_party_size_number O O B_sort I_sort B_restaurant_type	Book a table for one at a highly rated bistro	False
O O B_object_type B_object_name I_object_name I_object_name I_object_name	find the book Metallica Through the Never	False
O O O B_condition_description B_spatial_relation I_spatial_relation O B_city	Will it be cloudy not far from Allenton	False
O O B_music_item O B_playlist_owner B_playlist I_playlist I_playlist O	Put another track in my electronica & dance playlist.	False
O O O B_object_type I_object_type O B_location_name I_location_name	What are the movie schedules for Kerasotes Theatres	False
O O B_object_name I_object_name I_object_name I_object_name O B_rating_value	I'd give A Man Called Ove a 1	False
O O B_music_item O B_service O B_artist I_artist O B_year	play an album on Netflix by chris castle from 2011	False
O O B_restaurant_type O B_party_size_number O	Book a restaurant for 9 people.	False
O O O B_artist I_artist O O B_playlist I_playlist O	Add the singer Maxine Nightingale to the Spanish Beat playlist.	False
