labels	text	cls
O O O O O B_LOC O O O O O	Einen Ruf an die Universität Utrecht lehnte er 1980 ab .	False
O O O O O B_LOC I_LOC O O O O O O O O	B. nach dem Sieg der New York Yankees bei den World Series 2000 ) .	False
O O B_LOC O O O O O O O O O O O O O O O O O O O	Der Kreistag Leer entschied gestern nach längerer kontroverser Aussprache . 30 Abgeordnete stimmten für die kooperative Leitstelle , 21 waren dagegen .	False
O O O O O B_ORG O O	Die Polizei sucht einen weißen Peugeot 205 .	False
O O O B_PER O O O O O O O O O O O O O	1904 wurde auch Scotts Shipbuilding and Engineering Co und die Maschinenbauabteilung in die neue Gesellschaft eingebracht .	False
O O O O O O O O O O O O O O O O O O O O B_PER O O O O B_LOC B_LOC O O	"Bei der Verleihung des Kurzfilmpreises "" Shocking Shorts Award 2009 "" in München stellte er einige Streifen für seine "" Terenzi Horror Nights "" im Europa-Park Rust vor ."	False
O O O O O O O O O O B_ORG O O O O	"Die Thyssengas GmbH firmierte bis zum Juli 2009 unter "" RWE Transportnetz Gas "" ."	False
O O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O	"Das Stadion erhielt den Namen "" Feierstätte der Nordmark "" und wurde 1937 von Joseph Goebbels und mit der Aufführung des Stücks "" Die Schlacht der weißen Schiffe "" von Henrik Herse feierlich eröffnet ."	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O	in : Beilage zur Allgemeinen Zeitung , Nr. 361 , Beilage Nr. 303:1–5 ( München , 30. Dezember 1893 ) * Theodor Dobrucky : 550 Jahre von der Gabelentz im Altenburger Land .	False
O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O	"Dieser sei "" an Instinktlosigkeit nicht zu überbieten "" , sagte der haushaltspolitische Unionsfraktionssprecher Steffen Kampeter ( CDU ) der "" Süddeutschen Zeitung "" ( Mittwochausgabe ) ."	False
O O O O O O O O O O O O B_LOC O O B_OTH I_OTH O O B_PER O O O	Anfang 2009 war Tom Cruise als deutscher Widerstandskämpfer Claus Schenk Graf von Stauffenberg im Kinofilm Operation Walküre – Das Stauffenberg-Attentat zu sehen .	False
O O O O O O O B_ORG O O O O O O O O O O O O O O O O O O	2001 und 2002 wurde das in „ Budweiser Shootout “ umbenannte Rennen wieder als einzelnes Rennen ausgetragen , die Renndistanz aber auf 70 Runden verlängert .	False
O O O O O O O O B_PER O O O O O O	Aus dem zivilen , 46-jährigen Fertigungsleiter der Firma Tillmann Profil war mit dem 89 .	False
O O O O O O O O O O O O O O O O O O B_PER I_PER O O O O O O O O	Hall , 1985 , Band II , S. 503 Erst am 6. Mai 1924 folgte die Eintragung des Paul Zsolnay Verlags als Buchhandel im Handelsregister in Wien .	False
O O O O O O B_ORG O O O O O O O O O O O O O	"Der letzte Turniertag galt dem "" DVAG Volleyball-Cup "" und schließlich dem Finale des "" Jump- und Reach-Contests "" ."	False
O O O O B_ORG I_ORG O O O O	9.42 Uhr : Die Air Force One ist da .	False
O O O O O O O O O O B_LOC O O O O	Politik Das Basler Stadtmarketing verwendet seit 2000 den Slogan « Basel tickt anders » .	False
O O B_PER O B_PER O O O O O O O O O O O O O O O O O O	Boston : Little , Brown and Company 1991 . S. 558 Jedenfalls wurde bis heute nichts von den 300 Mio . gefunden .	False
O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O O	Der Rechtsanwalt des nach eigenen Angaben von der CIA entführten Deutsch-Libanesen Khaled el Masri hat die Europäische Union ( EU ) aufgefordert , eigene Ermittlungen zur Rolle Mazedoniens in dem Fall aufzunehmen .	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER O	Unter ihnen kam Ouvrards Tochter Clémence Isaure Theresia Cabarrus ( 1800 - 1884 ) zu Bedeutung , die 1842 einen Orden gründete und über die 1935 von Jehanne Aubry die Biographie Une fille de madame Tallien .	False
O O O O O O O O O O O O O O O O O O O B_LOC O O O	1922 kam das Dorf im Landkreis Pleß zum polnischen Ostoberschlesien und wurde nach dem Polenfeldzug 1939 wieder in das Deutsche Reich eingegliedert .	False
O O O O O O O O O O O B_LOC O O O O O O O O O O O	Das bestätigte « Zeit » -Chefredakteur Giovanni di Lorenzo den « Stuttgarter Nachrichten » ( Donnerstagausgabe ) , nannte aber keine Gründe .	False
O O O O O O O B_LOC O O O O O O O	Hoeneß hat Angst um die Marke FC Bayern und behilft sich mit unbelegten Anschuldigungen .	False
O O O O O O O O B_PER O O O O O O O O O O O O O O O O O O O O O O O	In der ältesten offiziell anerkannten Biofarmen Kaliforniens , Weber's Star Route Farms , will sich Prinz Charles , der selbst biologischen Anbau betreibt , ein Bild von den amerikanischen Methoden machen .	False
O O O O O O O O O O O O O O O O O B_LOC O O O O	Planung als Rezept gegen die Angst diese Methode wählt auch André Huber , EDA-Mitarbeiter und Ex-Chef des Schweizer Engagements in Afghanistan .	False
O O O O O O B_LOC O O O O O O O O O O O O O O	Am 24. Juli 1941 wurde die Melbourne Star im Mittelmeer auf dem Weg nach Malta von einem deutschen U-Boot angegriffen .	False
O O O O O O O O O O O O O O O O B_LOC O	Der verbale Schlagabtausch war ein Höhepunkt einer Diskussion in der Johann Wolfgang Goethe-Universität in Frankfurt am Main .	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O	Bereits am 14. Dezember marschierten französische Truppen im Süden des Bistums ein , besetzten die helvetischen Ämter eingeschlossen Biel und diese Gebiete wurden darauf zum Département du Mont Terrible geschlagen .	False
O O O O O O O O O B_LOC O O O O O O O O O O O O O	Am Samstag protestierten sie , weil die Beschäftigten des Bremerhavener Gesamthafenbetriebsvereins ( GHB ) fürchten , bald selbst zu Dumpinglöhnen arbeiten müssen .	False
O O O O O O O B_LOC O O O O O O O	Soviel Talent blieb auch den Verantwortlichen des Deutschen Badmintonverbands ( DBV ) nicht verborgen .	False
O O O O O O O O B_LOC O O O O O O O O O	Im Vergleich zu den Großen der Branche sieht France 24 in der Tat wie ein Zwerg aus .	False
O O O O O O B_LOC O O O O	Zu Beginn hatte allerdings die TSG Reutlingen Grund zum Jubeln .	False
O O B_LOC O O O O O O O O O O O O O	Aufklärung , Deutsches Reich , Republik - hier fliegen einem die Assoziationen nur so zu .	False
O B_LOC O O O O O O O O O O O O O O O	Universität Luzern : Diplomfeier der Kultur- und Sozialwissenschaftlichen Fakultät - Einladung an die Medien - Yahoo !	False
O O O O O O O B_LOC O O O O O O O O O O O O O	1538 schrieb er sich an der Universität Padua ein , wo er bald als außergewöhnlich guter Student der Anatomie galt .	False
O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O	Wer mit seinem Fahrzeug aus Richtunge Radolfzell/Reichenau kommt , kann für mindestens zwei Monate nicht mehr von der Bundesstraße 33 nach links in die Byk-Gulden-Straße einbiegen .	False
O O O O O O O O O O O O O O O O O O B_LOC O O B_LOC I_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O	"Die Ausstellung "" Hear the World Botschafter "" ist bis zum 11. Juni 2008 in Berlin in den Römischen Höfen , Unter den Linden 10 , Eingang Charlottenstraße , zu sehen , Mo . bis Fr . 12 - 20 Uhr , Sa . und So . 10 - 18 Uhr ."	False
O O O O O O O O O O O O O O O O O B_LOC O O O O O	Die Waliser hatten allem Anschein nach Überlieferungen von zwei verschiedenen Personen namens Ambrosius , die Geoffrey von Monmouth dann miteinander vermischt hat .	False
O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O	BAD BUCHAU ( sz ) Werkrealschülern der Federseeschule Bad Buchau haben bei der Firma Kessler die Grundlagen einer speicherprogrammierbaren Steuerung erarbeitet .	False
O O O O O O O O B_LOC O O O O O O	Am Montag beginnen auf dem Open-Air-Festivalgelände an der Bielefelder Straße in Harderberg die Aufbauarbeiten .	False
O O B_OTH I_OTH O O O O O O O O O O O O O O O O O	Acht von Dow Jones Newswires befragte Marktteilnehmer erwarten den Leitindex im Durchschnitt bei 5.773 Punkten nach 5.833 Punkten zum Mittwochschluss .	False
O O O O O O B_LOC O O O O O O O O	Seit der IFA 2005 ist Antenne Bayern auch über DVB-T in Berlin zu empfangen .	False
O O O O O O O O O O O O O B_PER O O O O O O O O O O O O O O O	Diese sind nicht nur touristisch beliebt , sondern weisen insbesondere vor St . Peter-Ording auch mehr Ähnlichkeiten mit den Nordseeinseln als mit der Marschenküste der übrigen Westküste auf .	False
O O O O B_PER O O O O O O O O O O O O O O O O O O O O O O O O	Bereits 1956 war der Rowohlt Verlag wegen der Veröffentlichung von Jean Genets Querelle de Brest mit einem ähnlichen Verfahren konfrontiert gewesen und hatte sich mit der Staatsanwaltschaft verglichen .	False
O O O O O O O B_LOC O	2004 erhielt er die Ehrendoktorwürde der Universität Yokohama .	False
O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O	Obwohl Hecht kaum des Deutschen mächtig und zunächst politisch wenig interessiert war , schickte ihn seine Zeitung 1918 nach Berlin , um aus dem Deutschen Reich nach dem verlorenen Ersten Weltkrieg zu berichten .	False
O O O O O O O O O O O O O O B_LOC O O	Wiesbaden 2000 . * Jens Peter Laut : Chronologie wichtiger Ereignisse im Verlauf der türkischen Sprachreform .	False
O B_LOC O O O O O O O O O O O O	Die Blacktown Railway Station ist ein Umsteigebahnhof für Züge zwischen Dubbo und Sydney .	False
O O O O O O O O O O B_PER O B_PER O O O O O O O O O O O O O O O O O	Er hatte Schneewittchens Stiefmutter gezeichnet , die ersten Skizzen von Susi und Strolch , er hatte sich Dumbo ausgedacht und mit Salvador Dali an einem nie realisierten Kurzfilm gebastelt .	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_OTH O O O O O	"Vgl . den Conze als "" Gedenkartikel "" gewidmeten Aufsatz : Bernhard vom Brocke : "" Von des attischen Reiches Herrlichkeit "" oder die "" Modernisierung "" der Antike im Zeitalter des Nationalstaats ."	False
O O O O O O O O O O B_PER I_PER O O O O O	"Auf Sendung geht die griechische Version von "" The next Uri Geller "" am 24. Oktober ."	False
O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Die nördliche Ausdehnung von Zwingenberg bis zur Neunkirchner Höhe entsprach fast genau der heutigen Kreisgrenze , ebenso die Ausdehnung im Osten bis knapp hinter Fürth ( Odenwald ) und im Süden etwas über Gorxheim und Siedelsbrunn hinaus .	False
O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O	Der Unternehmer Großmann hat 2003 , ohne die Belegschaft zu informieren , das Werk wieder an die aus der DASA hervorgegangene European Aeronautic Defence and Space Company ( EADS ) verkauft .	False
O O O O O O O O O O B_LOC O O O O O O O O O O O O O	1907 erfolgte die Berufung an die Katholisch-Theologische Fakultät der Universität Wien , wo er bis 1936 als Prof . für Altes Testament wirkte .	False
O B_ORG O O O O O O O O O	Der Maybach DS 7 wurde später von den Franzosen beschlagnahmt .	False
O O O O O O B_LOC O O O O O O O O O O O O O O O O O	Der Vizepräsident des ungarischen Vereins MTK Budapest erfuhr von Hogans Schicksal und nutzte seine Verbindungen , um den Engländer nach Budapest zu bringen .	False
O O O O O O O O B_LOC O O	Seit 1903 unterrichtete Zwintscher als Professor an der Dresdner Kunstakademie .	False
O O O B_LOC O O O O O O O O O O	Die Junioren von Brynäs IF erreichten am Saisonende den Gewinn der schwedischen Juniorenmeisterschaft .	False
B_PER O O O O O O O O O O O O O O O B_PER O O O O O O O O O O O O O	Sänger II Eugen Sänger konzipierte in den 1960er Jahren einen Raumgleiter , der mit dem Namen Sänger II in den späten 1980ern weiterentwickelt wurde , jedoch nicht gebaut wurde .	False
O O O O O O O O O O O O B_LOC O	Anschließend war sie bis 1992 als Richterin tätig , zuletzt am Landgericht Darmstadt .	False
O O O O O O O O O O B_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O	In den Browser-Charts belegt der Safari vor Opera und hinter Google Chrome momentan den vierten Platz - Nutzerzahlen steigend .Ebenso wie seine Vorgänger dürfte auch die 5er Version des Safari nicht nur unter Apple-Fans viel Anklang finden .	False
O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O	""" Es sieht nicht schön aus , ist aber für den Menschen harmlos "" , sagte die Sprecherin des Niedersächsischen Landesbetriebs für Wasserwirtschaft , Küsten- und Naturschutz , Herma Heyken ."	False
O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O	Erst mit der Bildung der DDR-Bezirke rückte die BSG Motor Elsterwerda-Biehla in ein größeres Blickfeld , als sie zu den Gründungsmannschaften der Fußball-Bezirksklasse Cottbus gehörte .	False
O O O O O O O O O O O O O O O O O O B_PER O O	Jetzt muß man von der Möglichkeit eines solchen Sieges ausgehen “ ( Stalin , Über die Grundlagen des Leninismus ) .	False
O O O O O O O O O B_LOC O	Ab 1938 entstand im südlichen Flugplatzteil die Fliegertechnische Schule Schleissheim .	False
O O O O O O O O O O O B_OTH O O O O O O O O O O O O O O O O O O O O O O O O	Sonstiges Dialekt Ein Beispiel für das original Grünebacher „ Platt “ -deutsch ist die Frage „ Dä dä dat da du ? “ , wobei die Vokale und Umlaute ganz kurz und prägnant betont werden .	False
O O O B_PER O O O O O O O O O	Auch Scala & Kolacny Brothers waren von der Kritik der Böhse-Onkelz-Textzeile betroffen .	False
O B_ORG O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O	Die UN-Friedenstruppe im Libanon ( UNIFIL ) soll nach dem Beschluss des UN-Sicherheitsrates in den kommenden Wochen von derzeit rund 2000 Soldaten auf 15 000 Mann verstärkt werden .	False
O O O O O O O O O O O O O B_LOC O O O O O O O O O O	Belastet von den sehr negativen US-Vorgaben und enttäuschenden Ergebnissen der australischen Großbank National Australia mussten die asiatischen Börsen heute teils herbe Abschläge erleiden .	False
O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O	Der Vertrag wurde am 16. August 1924 in London unterschrieben ( Londoner Konferenz ( 1924 ) ) und trat am 1. September 1924 in Kraft .	False
O O O O O O B_LOC O O O O O O	Telekommunikation 103 Meter hoher Fernmeldeturm der Deutschen Telekom AG im Ortsteil Bildstock .	False
O O O B_LOC O O O O O O O O O O O O O O O O O O O O O	1874 nahm die Österreichische Nordwestbahn die Strecke von Prag nach Hannsdorf und im Jahre darauf Staats-Eisenbahn-Gesellschaft die Strecke von Chotzen nach Halbstadt in Betrieb .	False
O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O	"Der Gouverneur der Banque de France sagte der Tageszeitung "" Le Figaro "" , die EZB werde ihre Zinsen in Abhängigkeit von den ökonomischen Rahmenbedingungen bestimmen ."	False
O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O	"Telefonische Infos gibt's bei Günter Niepel unter 09284/64 55. Auf den beiden Waldsteinruinen gibt es Führungen durch die "" Historische Runde Sparneck "" , und zwar jeweils um 14 und um 15 Uhr ."	False
O O O O O O O O O O O O O O B_PER O B_PER O O O O	Nach seinem Ausscheiden aus der aktiven Politik war er als Rechtsanwalt bei der Sozietät Brinkmann & Munde in Soest tätig .	False
O O O O O O O O O B_LOC O O	"Außerdem ist er Verfasser zweier Bän-de "" Evangelische Kirchengemeinde Laupheim "" ."	False
O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O	Aber wer wirklich wissen will , welche Tiere sich im Siebengebirge tummeln , der schaut sich am besten die Rollende Waldschule des Hegerings Siebengebirge an .	False
O O O O O O O O B_LOC O O	1863 wurde er als Examinator an die Universität London berufen .	False
O O O O B_PER O B_PER O O O O O O O O	www.fortnumandmason.com 1886 wurden bei Fortnum & Mason die ersten Baked Beans in England verkauft .	False
O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O	Am 22. Mai 2009 wurde Roberts neben Anderen mit dem Titel Freedom of the City of Cork der Stadt Cork geehrt und somit zum Ehrenbürger der Stadt Cork ernannt .	False
O O O O O O O O O O O O O O O O O O B_ORG B_ORG O O O O O	Die Kosten für die Ausgrabung und die archäologische Untersuchung des Areals wurden durch den Investor , die „ SMI Hyundai Corporation “ , getragen .	False
O O O O O O O O O O O O O O O O O B_LOC O O O O O O B_LOC O	Als Theologe nahm er am Konzil von Konstanz teil und wurde Rat von Herzog Friedrich IV. von Österreich-Tirol und Hofkaplan von König Sigismund von Luxemburg .	False
O O O O O O O O O O O O O O O O O O O B_LOC O O	Trotz aller Anstrengungen hinke die Branche ihren Rivalen im Ausland weiter hinterher und sei eine der unprofitabelsten in der Europäischen Union .	False
O O O O O B_LOC O O O O O O O O O O O O O	Im Zuge des Konzentrationsprozesses im Schweizer Detailhandel gab Carrefour im August 2007 den Rückzug aus der Schweiz bekannt .	False
O O O O O O O O O O O O B_LOC O O O O O O O	Nach dem Ende des Krieges wurde er wieder Professor an der Universität Heidelberg , wo er bis 1971 blieb .	False
O O O O O O O O B_PER O B_PER O O O O O O O O O O O O O O O O O O O O O	2006 wurde sogar eines der populären Tintin-Comics ( Tim und Struppi ) ins Franko-Provenzalische übersetzt , genauer : ins Bressanische , eine Mundartvariante , die in der Region Bresse gesprochen wird .	False
O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O	Verwendung bei Vollbahnen Bei Vollbahnen sind die Magnetschienenbremsen im Ruhezustand verhältnismäßig weit von der Schiene entfernt ; die Deutsche Bahn schreibt beispielsweise einen Abstand von mindestens 5,5 cm vor .	False
O O O O O O O O O O B_LOC O O O O O O O O O O O B_LOC I_LOC O O O O	Boston ( dpa ) - Dirk Nowitzki hat mit seinen Dallas Mavericks das zweite Playoff-Spiel in der nordamerikanischen Basketball-Profiliga NBA gegen die San Antonio Spurs klar verloren .	False
O O O O O O O B_LOC O O O O O O O O O O O O O O O O O	Am Terminal 4 , wo Emirates oder Singapore Airlines mit ihren Maschinen womöglich schon ab Herbst andocken könnten , werden noch neue Fluggastbrücken gebaut .	False
O O O O O O O O O O O O O O O O O O O O O O O O B_PER B_LOC O O	Lebenslauf Siegfried Marck legte das Abitur am Johannes-Gymnasium ab und nahm 1907 – wie Großvater und Vater – das Studium der Rechtswissenschaften an der Friedrich-Wilhelm-Universität Breslau auf .	False
O O O O O B_PER O O O O O O O O O O O O O O O O O O O O O O O O O	"Im benachbarten Eschenlohe betrieb die Messerschmitt AG in zwei bombensicher vermauerten Straßentunneln , der U-Verlagerung "" Ente "" , ab 1944 eine versteckte Produktionsanlage , ebenfalls von Oberammergau aus gesteuert ."	False
O O O O O O O O B_PER O O	Seit dem Sommer 1995 leitete Alexander Liebreich das Abaco Orchester .	False
O O O O O O O O O O O O B_PER O O O O O O O O O O B_PER O O	"Lauries "" House "" bekam 36 Prozent der Stimmen , "" Dr Shepherd "" 22 Prozent - ein Prozent mehr als "" Dr Kovac "" ."	False
O O O O O B_PER O O O O O O O	Besonders Heritage Salmon Limited und Stolt Sea Farm Inc. stechen hierbei hervor .	False
O O O O O O B_PER I_PER O O O O O O O O O O	Diese Feier mit dem Namen Fête Jeanne Hachette findet noch heute am letzten Juniwochenende jedes Jahres statt .	False
O O B_ORG O O O O O O O O O O O O O O O O O	Der neue Fiat Linea wird zum Verkaufsstart wahlweise mit zwei Motorisierungen ( ein Benziner , ein Multijet-Diesel ) angeboten .	False
O O O O B_LOC O O O O O O O O	Schwiegersohn Wirich V. von Daun-Falkenstein wurde drei Jahre zuvor als Nachfolger belehnt .	False
O O O O O O O O O B_LOC O O O O O O O O O B_LOC O O	Ihm wurde 1987 der Hans-Schneiderhöhn-Preis um besondere Verdienste der Rheinischen Naturforschenden Gesellschaft ( RNG ) und des Naturhistorischen Museums Mainz verliehen .	False
O O O O O O O O O O O O O O B_LOC O O O O O O O O O	"Die als Wirtschaftsministerin im Gespräch gestandene Unternehmerin Penny Pritzker bemüht sich gemäß der & ldquo;Washington Post "" ; nicht mehr um den Posten ."	False
O O O O O O O O O O O O O O O O O O O B_LOC O O O O	Reichenau - Neben der Neugestaltung des Insel-Eingangs beim Museum in Oberzell soll nun auch der neue Parkplatz östlich der Oberzeller Straße ausgeschrieben werden .	False
O O O O O O O O O O B_LOC B_LOC O O O O O O O O O O O O	Die Linie hielt 57 Tage lang mehreren sowjetischen Angriffen der Mährisch Ostrauer Operation stand , ehe sie am 15. April 1945 durchbrochen wurde .	False
O O O O O B_LOC O O O O O O O O O O O O O O O	Zunächst zwang der Innenverteidiger des Hamburger SV mit einem Kopfball in der 25. Minute Gäste-Torwart Kamran Aghajew zu einer Klasse-Parade .	False
O O O O O O O O O O O O O B_ORG O O O O	Nach Kriegsende trug der Motor BMW IIIa sehr viel zum Erfolg des Flugzeugs Junkers F 13 bei .	False
O O O O B_LOC O O O O O O O O O O O O O O O O	An der hessischen Gesamtschule Niederwalgern schnallen sich Schüler lieber das Wakeboard unter die Füße und stürzen sich in den Baggersee .	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O	Geführt wird das Unternehmen Roch Doliveux - einem Franzosen mit Manager-Vergangenheit bei Pierre Fabre , Schering-Plough und Ciba-Geigy . 42 Prozent an UCB gehört der belgischen Beteiligungsfirma Financiere de Tubize der Gründerfamilie Janssen .	False
O O O O O O O O O O O O O O O B_LOC O O O O	Martin Luther intervenierte in scharfer Form mit einem offenen brieff an die zu Franckfort am Meyn gegen dieses Treiben .	False
O O O B_PER B_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Shahin Rafii vom Weill Cornell Medical College und seine Kollegen haben Sperma- Vorläuferzellen aus Mäuse-Hoden in Mäuse eingesetzt , wo sie zu funktionierenden Blutgefäßen und zudem zu Herzgewebe heranwuchsen , das sich sogar zusammenziehen konnte .	False
O O O O O O O O O O O O O O B_LOC O	Das waren die Worte von Trainer Bruno Labbadia nach dem tollen 2:1-Sieg gegen Werder Bremen .	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER O O O O O O O O	1891 leitete der Schweizer Architekt Alexander Bernardazzi den Bau mehrerer Projekte , darunter den der Biserica Sfîntul Pantelemon ( Grecească – griechische Kirche ) , sowie von 1900 bis 1903 des Frauengymnasiums Dadiani und der dortigen Kapelle ( 1895–1897 ) .	False
O O O O O O O O O B_LOC B_ORG O O O O O O O O O O O O O O O O O O O	"Sonst erkläre ich ihm den Krieg "" - Die Londoner Times vom 29. Juni 1811 und in der ersten Hälfte des Jahres 1812 auf einen Krieg mit Russland vor ."	False
O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O	Die zweite Quellenedition der Originaldokumente des Auswärtigen Amts hat nun Wolfgang Gust 86 Jahren nach der manipulierten Lepsius-Edition veröffentlicht ( Der Völkermord an den Armeniern 1915/16.	False
O O O O O O O O O O O O O O O O O O O O O O O O B_PER O O O O O O	« Wir werden mit Appenzell verbunden bleiben und Land und Leute in unser Gebet einschliessen » , sagte Sr . Franziska Dörig vom Kloster Maria der Engel in ihrer Rede .	False
O O O O O O O O O B_LOC O O O O O O O O O O	Der Internationale Kunstkritikerverband ( AICA ) hat das Museum Morsbroich in Leverkusen zum « Museum des Jahres » gekürt .	False
O O O O B_LOC O O O	Ein Teil zahlte die Deutsche Stiftung Denkmalschutz .	False
O O O O O O B_LOC O O O O O O O O O O O O O O O O O	Ahrensburg - Die Tennis-Herren des THC Ahrensburg müssen sich nach dem 1:8 beim Marienthaler THC gedanklich mit dem Abstieg in die Landesliga befassen .	False
O O O O O O O O O O O O O O O O O O O O O B_PER O O O O O	Diese hat sich im Jahr 2000 in die Geschäftsbereiche Zeitungsverlag , Akzidenzdruckerei ( CWN Druck GmbH ) und Buchverlag ( CW Niemeyer Buchverlage GmbH ) aufgespalten .	False
O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O	Deponie Östlich der ehemaligen Arbeiterhäuser lag oberhalb des Burggrabens ein großer Steinbruch , der beim Bau der Burg Calenberg angelegt wurde , um Baumaterial zu gewinnen .	False
O O B_LOC O O O O O O O O O O O O O O O O O O O O	Bei den French Open erreichte sie nach dem Halbfinalsieg gegen Marija Scharapowa ( 6:2 6:1 ) zum ersten Mal ein Grand Slam-Finale .	False
O O O O O O B_ORG O O O O O O O O O	Die Ki-59 wurde schließlich durch die Tachikawa Ki-54 ( Alliierter Codename : Hickory ) ersetzt .	False
O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O	Über Das Tierbild in der Kunst der Reiternomaden berichtet Parzinger am morgigen Dienstag um 20 Uhr in der Berlin-Brandenburgischen Akademie der Wissenschaften ( Jägerstraße 22/23 , Berlin-Mitte ) .	False
O O O O O O O O O O O O O O O O O O O O O O B_LOC O O	Nach dem Tod des Hans Philipp von Neuhaus fiel das Ehrstädter Lehen 1580 an Württemberg zurück und wurde an die Herren von Degenfeld vergeben .	False
O B_LOC O O O O O O O O O O O O O O	Die Europäische Union leistet über ihr Amt für humanitäre Hilfe ( ECHO ) wesentliche Beiträge .	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O	Nach dem Tod des Bauherrn Firmian im Jahre 1744 wurde sein Herz in der Schlosskapelle beigesetzt , während der Körper , wie der aller Erzbischöfe , im Salzburger Dom bestattet wurde .	False
O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O	Der P610 sollte wie das RGW-Auto in Zusammenarbeit zwischen dem Automobilwerk Eisenach ( AWE ) und Sachsenring – sowie in loser Kooperation mit Škoda – erfolgen .	False
O O O O O O O O O O O O O O O O O O O B_LOC O O O	Eine ähnliche Platzierung strebt die B-Formation aus Buchholz an , die sich in Bremen mit dem B-Team der TFG Stade auseinandersetzen muss .	False
O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O	Pressemitteilung der American Academy , 7. Juni 2007 ( engl. ) Neun Tage später erhielt er den undotierten Weltwirtschaftlichen Preis für seine realitätsbezogene Politik mit moralischem Pflichtbewusstsein .	False
O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O	Der designierte Präsident der Europäischen Kommission José Manuel Barroso stellt seinen abgewandelten Vorschlag für die künftige Kommission vor ; unter anderem wird darin Franco Frattini den Kandidaten Rocco Buttiglione ersetzen .	False
O O O O O O O B_LOC O O	Es folgen die unterirdischen Stationen Jägerstraße und Dresdner Straße .	False
O O O O O O O O O O O O O B_PER O B_PER O O O O O O O O O O O	Die Lanxess-Aktie ist am Donnerstag nach Veröffentlichung des Quartalsberichts im vorbörslichen Handel bei Lang & Schwarz in einer Spanne zwischen 30,43 und 31,07 Euro gestellt worden .	False
O O O O O O O O O O O O O B_LOC O	Dan Wielsch ist Professor für Bürgerliches Recht und Rechtstheorie an der Universität zu Köln .	False
B_LOC B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Märkische Oderzeitung/Frankfurter Stadtbote , 8. Januar 2006 , S. 14 Ehemalige Werke Das Leopold-Denkmal befand sich in der Dammvorstadt ( heute Słubice in Polen ) am Prinzenufer Ecke An der Seidenfabrik .	False
O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O B_LOC O O O O O O O O O O	Er hinterließ die Töchter Maria und Isabella und einen acht Monate alten Sohn , den zukünftigen König Heinrich I. Seine Witwe , Alix von Champagne , ernannte Philip von Ibelin zum Regenten , was sie jedoch bald bereuen sollte .	False
O O O O O O O O O O O O O O O O O B_LOC O O O O O O	Im Januar 1893 machte sich die Fußballabteilung des 1877 gegründeten Turnvereins ( TV ) Löbtau als Neuer Dresdner Fußball-Club ( NDFC ) selbstständig .	False
O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Als Hauptantrieb dient ein vom Dieselmotorenwerk Rostock in MAN -Lizenz gebauter , langsamlaufender Kreuzkopf- Schiffsdieselmotor vom Typ K 5 SZ 70/125 BL mit 7600 kW Leistung , mit dem das Einschraubenschiff 17,4 Knoten erreicht .	False
