labels	text	cls
O O O O O O O O	where can i shop as a local tourist	True
O O O O U_food_type U_business_type O O	what is the best italian restaurant around here	False
O O O O U_business_type O O	what are some good restaurants near by	False
O O B_business_type L_business_type O O O O O O O	find a grocery store in town that carries creamed pickled herring	False
O O O O U_business_type	get me a local restaurant	False
O O B_business_type L_business_type	locate nearby dining places	False
O O O O U_food_type U_business_type O B_place_name L_place_name	what are the best italian restaurants in los angeles	False
O O O B_business_type L_business_type O O	please look up clothing stores near me	False
O O O O U_business_type O	where is the nearest restaurant here	False
O U_business_type O O U_place_name	find tacos near my home	False
O O O O O O O U_food_type U_business_type O O	tell me my choices for a good steak restaurant near here	False
O O O O O O O O O O	which store 's got the cheapest three pound beef rump	True
O O O O B_business_type L_business_type O U_place_name	what is the best shop restaurant around angel	False
O O O O U_business_type O	which is the nearest restaurants available	False
B_business_type L_business_type	mobile shop	False
O O O O O B_business_type L_business_type O U_place_name	what 's the most popular curry place in town	False
O O U_food_type U_business_type O O	tell me pizza restaurants close by	False
O O O O O O O O U_business_type O O O O	i would like to know the best rating pubs in the local area	False
O O O O O O B_business_type I_business_type L_business_type	can you tell me a good place to eat	False
O O O O O	where to buy cannon cameras	True
O O U_food_type U_business_type O O O	tell me chinese restaurants in the area	False
O O O O B_business_type L_business_type O O	please list the best clothing shops near me	False
O O O O O O O O O	hey olly tell me what shops i am near	True
O O O B_place_name L_place_name	what shops are round here	False
O U_business_type O B_place_name L_place_name	list shops in douglasville ga	False
O O U_business_type O O O	ask a restaurant in me area	False
O O O O B_business_type L_business_type O B_place_name L_place_name	find me the smallest coffee shop in new orleans	False
O O O O U_business_type O O U_place_name	give the list of theaters in the vicinity	False
O O O U_food_type U_business_type O O O	what are the vietnamese restaurants in the area	False
O O O O U_food_type U_business_type O	what 's the best pizza shop nearby	False
O O O O B_business_type L_business_type O	what 's the best clothes store here	False
O O B_business_type L_business_type O U_date	when does olive garden close today	False
O U_business_type O O O	best restaurant in local area	False
O O O U_business_type	where a good restaurant	False
O O O O O O O O O O	where 's the closest zoo to where i 'm at	True
O O O O O O	where can i shop around here	True
O O B_business_type L_business_type O U_place_name	any good bike shops in oxford	False
O O O O O O	where can i go shopping here	True
O O O O O O O O O	tell me what is the nicest place to go	True
O O O U_business_type O	is there any grocery nearby	False
O O O O U_business_type O O O O O	where is a nearby park where i can go running	False
O O O O O O O O O O U_place_name	show me all the shops that i can find in milan	False
O O O	find local shops	True
O O O O O O B_business_type I_business_type I_business_type I_business_type L_business_type	help me locate a shop that sells clothes for classy ladies	False
O B_business_type L_business_type O O O	what train companies are near me	False
O O O O U_business_type	i need a good shop	False
O O O O U_business_type O O O O O O	please give me all shop names in a two mile radius	False
O O O O O O U_place_name	which shops can i find in milan	False
O O O O O U_business_type O O O	please find the most popular store in the area	False
O O O O O O O U_food_type O O O B_place_name L_place_name	i need a place that will deliver pizza to me in benton ar	False
B_business_type L_business_type	wine shop	False
O O O O O O U_food_type U_business_type O B_place_name L_place_name	can you tell me about expensive sushi restaurants in west philadelphia	False
O O O O B_business_type L_business_type	where is the nearest smoke shop	False
O O O O O O B_business_type L_business_type O O O O	i want to know the best super market in this local area	False
O O O U_food_type O O O	i need some sushi what 's closest	False
O U_business_type O O O	what bars are around me	False
O O O O U_food_type U_business_type O U_place_name	what 's the best italian restaurant in atlanta	False
O O O O U_business_type	where is the closest bar	False
O O U_business_type O O O O O	please list shops within one miles from me	False
O O O O U_business_type	where is a great pub	False
O O O O O U_food_type O O O O	where should i go for mexican food in me area	False
O U_business_type O B_place_name I_place_name I_place_name L_place_name	recommend pub in eighth and monte diablo	False
O U_business_type O O	what pubs are close	False
O O O O O O O O	name stores within ten mile radius with music	True
O U_business_type O O O O	what restaurants are open near me	False
O O O O U_business_type O B_place_name L_place_name	where can i go shopping in this area	False
O O O O O O B_business_type L_business_type O B_place_name L_place_name	where can i find a good taco truck in los angles	False
O O O O O O O	what is a good place for cruise	True
O U_food_type U_business_type O O O O	what chinese restaurants are in my area	False
O O O O O O O	where do people shop for clothes here	True
O O O O O U_business_type O O O	can you recommend a cheap restaurant in this area	False
O O O O O O B_business_type L_business_type	make a reservation for two at olive garden	False
O O O U_food_type U_business_type O O	show me some vegan restaurants close by	False
O B_event_name I_event_name L_event_name O O	where monet 's exhibition takes place	False
O O O O O B_place_name L_place_name B_business_type L_business_type	show me reviews of my nearest location food court	False
O O O B_business_type L_business_type O	are there any grocery stores nearby	False
O O O B_business_type L_business_type B_place_name I_place_name I_place_name L_place_name	show me some food court nearest to my location	False
O O O O U_business_type O B_place_name L_place_name	can you recommend good stores in this area	False
O O O O B_business_type L_business_type O O	are there any good pizza places around here	False
O O O O U_food_type U_business_type O U_place_name	what is the best mexican restaurant in seattle	False
O O O O O O O O U_place_name	list all the shops that are located in milan	False
O O O O U_business_type O U_meal_type	find me a nice restaurant for dinner	False
O O O O O U_business_type O O O O O O	i 'm looking for a bar do you know a good one	False
O O O O O	where is the closest kroger	True
O O O O O O O O O O B_business_type L_business_type O	i wish to go for cheap shopping is there any dollars shop nearby	False
O O O	display nearby places	True
O O O U_business_type O B_place_name L_place_name	recommend me a restaurant in west chester	False
O B_business_type L_business_type O O O O	any farm markets around with local products	False
O O O O O O	where can i get organic wheat	True
O O	local shops	True
O O O O U_food_type U_business_type	where is the nearest italian restaurant	False
O O O O U_food_type O O O	where can i get shawarma in this area	False
O O O O U_food_type U_business_type	tell me a nice chinese restaurant	False
O O O O O U_food_type U_business_type B_place_name I_place_name I_place_name I_place_name L_place_name	is there a well rated pizza place between fourteenth and eighteenth streets	False
O O O O B_event_name L_event_name O O O B_place_name L_place_name	i want to take karate classes where are local karate studios	False
O O O B_business_type L_business_type O B_place_name I_place_name L_place_name	where is a petrol station in five mile radius	False
O O O U_business_type O B_place_name L_place_name	is there any salon in babaji nagar	False
O O O O O O O O O O	find me the cheapest place to buy a new backpack	True
O U_business_type O O O U_time	what restaurant is open after midnight	False
O B_business_type L_business_type O O O O	what clothes store would you recommend here	False
O O O U_business_type O U_place_name	please recommend a restaurant in seattle	False
O O O O B_business_type I_business_type L_business_type O U_place_name	where is a good place to eat in seattle	False
O O O O B_business_type L_business_type O U_business_type O B_place_name I_place_name I_place_name I_place_name L_place_name	i need to find a gift what stores are within a one mile radius	False
O U_business_type O O B_place_name I_place_name L_place_name	what pubs are near the metro station	False
O O O U_business_type O U_place_name	where is the pharmacy in leavenworth	False
O O O O O O O O	where can i eat along route sixty six	True
O O O U_business_name U_business_type	locate me the amazon restaurants	False
O B_business_type I_business_type L_business_type O O	find gluten free bakery near me	False
O U_business_type O O O B_place_name L_place_name	which restaurant is there in shivaji nagar	False
O O U_business_type O B_place_name L_place_name	best reviews restaurant in south sacramento	False
O O O O	search for local shops	True
O O U_food_type U_business_type O O O	where are italian restaurants in me area	False
O B_business_type L_business_type O O O O O O	what clothing shops are close to my current location	False
O O O	nearest walmart location	True
O O O O O O	i finished my to do list	True
O O O O O U_list_name O	list the items on my shopping list	False
O O O O O	what are all my lists	True
O O O	display my list	True
O O O O O O O O	what kind of lists do i have saved	True
O O O O O U_date	read out my list for today	False
B_list_name L_list_name O O U_date O	to do list for today please	False
O O O O O O O O	can i know what i on the list	True
O O O O O O O	any sport event is on my list	True
O O O O O	tell me the list about	True
O O O O O O O	please provide the contents of the list	True
O O O O O	how many lists are open	True
O O O O B_list_name L_list_name	get me to my friends list	False
O O O O O O O O	tell me what is next on my query	True
O O O O O	tell me my list names	True
O O O O O O U_list_name O	tell me what 's on my holiday list	False
O O O O O O	what is on this specific list	True
O O O O	read out the list	True
O O O U_list_name O	what is my grocery list	False
O O O	open my list	True
O O O O O O O	what are the current lists i have	True
O O O O O O O O O	count the number of food items on the list	True
O O O O O O	what are my lists so far	True
O O O O O O O O O U_list_name O O	can you tell me what the items on my grocery list are	False
O O O O O O O O O O B_business_name I_business_name L_business_name	make a list of all the clothing range available on ralph and lauren	False
O O O O O O O O O O O	can you please tell me what i have on my list	True
O O O O O	can you find my lists	True
O O O O O U_list_name O O	what is available in your stock of lists	False
O O O O O O O	do i have anything on the list	True
O O O U_list_name O	pull up the shopping list	False
O O O O O O	can you read me my lists	True
O O O O U_list_name O	list items on my work list	False
O O O O U_music_genre O	what is on my rap playlist	False
O O O O O	what does the list contain	True
O O O O O B_list_name I_list_name I_list_name I_list_name L_list_name U_date	what are the list of things i need to buy today	False
O O O O O B_list_name L_list_name U_date	what do i need to get done today	False
O O O O O O O O O O	what do i need to complete first from the list	True
O O O O U_list_name O	what s on my shopping list	False
O O O O O O O	what s on your list right now	True
O O O O O O	what 's next on the list	True
O O O O O O O	tell me what is on my list	True
O O O O O	let me hear my list	True
O O O O B_list_name L_list_name O O U_date O O O	i do have a to do list for today do n't i	False
O O O O O O U_list_name O	how many eggs are on my grocery list	False
O O O	open the list	True
O O O	give me lists	True
O O O O O O O O	what else do i have on the list	True
O O O O O O O O	what are all the lists i have available	True
O O O O O O O O O O O O	give me the list of the top five safest cars to buy	True
O O O O O O U_list_name	what 's in my list of tasks	False
O O O O O	list things on my list	True
O O O O U_list_name O	what 's on the grocery list	False
O O O U_list_name O	give me the shopping list	False
O O O	what are listed	True
O O O O O O O	will you please show me my lists	True
O O O O U_list_name O	did i make a shopping list	False
O O O	read the list	True
O O O	check my list	True
O B_date L_date O	evaluate today 's schedule	False
O O O O O O U_list_name O	make sure bread is on my grocery list	False
O O O O O O O	please tell me what lists i have	True
O O	list entry	True
O O O O O O	anything else left on the list	True
O O O O O O O U_date	what are the jobs to be done today	False
O O U_list_name O O O	recite the schedules of the list	False
O O O O O O	please read me my current lists	True
O O O O O	read list for me please	True
O O O O O B_list_name L_list_name O	check item five on my to do list	False
O O O O O	what are my available lists	True
O O O O O	what all lists are available	True
O O O O O O O O U_list_name O	can you tell me what s on my shopping list	False
O O O O O O U_list_name O	did i add milk to the shopping list	False
O O O O O	what lists do i have	True
O O O O	name the lists available	True
O O O O O	find list in my pda	True
O O O	read available lists	True
O O O O	what lists are available	True
O O O O O O B_list_name L_list_name O	do i have anything on my to do list	False
O O O O O O O O O U_list_name	what 's the next thing on my list of appointments	False
O O O O O	what 's on my list	True
O O O O O O O U_list_name O	tell me items that are on my shopping list	False
O O O O O O U_list_name	what items did i plan to buy	False
O O O O O O O	tell me the name of my lists	True
O O O O O U_list_name O	what items are on my shopping list	False
O O O O O O O	provide what is there on the list	True
O O O O O O U_list_name O	what do i have on my shopping list	False
O O O O O O O O O O O	what is on my playlist of movies on the the dvr	True
O O O O O O O O O	what lists do you have on you right now	True
O O O O O O O O O B_place_name L_place_name	what do i need to pick up at the grocery store	False
O O O O O O	what lists do i have queried	True
O O O O O	let me know the list	True
O O O O O O O	tell me what is in your list	True
O O O O	show me my lists	True
O O O O O O O O	can you tell me what list i have	True
O O O O O O O O O O	refresh my list and tell me what s on it	True
O B_app_name L_app_name	open note pad	False
O O O O O B_list_name L_list_name O	what is included in the tour 's list	False
O O O O O	tell me about the list	True
O O O O O O	speak all items for to day	True
O O U_list_name O	read my grocery list	False
O O O O O O U_date	what is on the list for today	False
O O O O O	read my lists to me	True
O O O O O O U_list_name O O B_date L_date	tell me what is on my grocery list for this week	False
O O O O O O	how many events on my list	True
O O O O O O O	what are the items on my list	True
O O O U_device_type O O O O O	put on the screen the lists i have available	False
O O O O O O O	List all the lists on this device	True
O O O O O O O U_date	what 's on my list to do today	False
O O O O O O O O O	what s on my list for the time being	True
O U_list_name O	my party list	False
O O O O O O O B_list_name L_list_name	do i have anything lists made for christmas shopping	False
O O O O B_list_name L_list_name O U_date	what is on my to do list today	False
O O O O O O O	tell me what lists i currently have	True
O O O O O O	what are all my lists please	True
O O O O U_list_name O	what is on my shopping list	False
O O O O O O O	read that list back to me please	True
O O O O O O	send me the last list uploaded	True
O O O O	the list contain what	True
O O O	my list please	True
O O O	pull up list	True
O O O U_list_name O	i have my clothes list	False
O O O O O O	how many lists do i have	True
O O O O	please show my list	True
O O O O O O O	what groups are listed in my contacts	True
O O O O O O O	is there anything left on my list	True
O O O O	list my lists please	True
O O O O O O U_list_name O	do i have coffee on the grocery list	False
O O O O O O O O	do i have anything outstanding on any lists	True
O O O O O O	can i see my work lists	True
O O B_list_name L_list_name O	check my to do list	False
O O O O U_list_name O	what 's on my todo list	False
O O O B_list_name L_list_name O O U_date	what 's my to do list for today	False
O O O O O O O O	which lists are present in the notes app	True
O O O O O O O	what kind of lists do i have	True
O O O	display available lists	True
O O O O O O O O	how many lists do i have in contacts	True
O O O O O O O	give me the names of my lists	True
O O O O O	what list do i have	True
O O O O O O O	tell me what is on the list	True
O O O B_list_name L_list_name O	check out my to do list	False
O O O	lists i have	True
O O O O O O U_list_name O	tell me what 's on my shopping list	False
O O O O O O U_list_name O	do i have banana in my shopping list	False
O O O O O O O O O O O	what are the names of the lists that i have created	True
O O O O O	list the lists i have	True
O O O O O	can i have my list	True
O O O O O O U_date	do i have anything planned for today	False
O O O O O O O O O	what are the titles of the lists in contacts	True
O O O O	what is my list	True
O O O O O O O U_list_name O	read me back what s on my shopping list	False
O O O O O	what on my play list	True
O O O	describe your list	True
O O O O O O O O O	what are the names of all my saved lists	True
O O O O O O	what is that on the list	True
O O O O O	what is on this list	True
O O O O O O O	what to do lists do i have	True
O O O O O O	show me what lists are available	True
O O O O O O	there are anything in my list	True
O O O O U_list_name O U_date	what is on my shopping list today	False
O O O	what lists available	True
O O O O B_list_name L_list_name O	what is on my to do list	False
O O O O O O	what 's next on my list	True
O O O O O	give me all my lists	True
O O O	find the list	True
O O O O O O	what lists are in my notebook	True
O O O O O O	tell me what lists i have	True
O B_list_name L_list_name	list to do	False
O O O U_list_name O O U_date	read out my shopping list for today	False
O O O O	what lists are open	True
O O O O O O	what 's still on the list	True
O O O O O O O O O U_list_name O	could you open my list app and check for groceries please	False
O O O O O	read my list to me	True
O O O O O O O O	please show me the list that i have	True
O O O O O O O	give me the details on purchase order	True
O O O O O O O O O	arrange the list in alphabetical order that are available	True
O B_movie_type L_movie_type O O O O O O O B_place_name L_place_name	which rom com movie can i watch in theatres around new york	False
O O O O O O O O O O O U_timeofday	can you tell me what movies are playing at the movies tonight	False
O O O O O U_place_name O O	what movies are playing at theatres near me	False
O O O O B_movie_name I_movie_name L_movie_name O O	show me theatre where pirates of caribbean is playing	False
O O O O O	what new movies are good	True
O O O O U_movie_type B_date L_date	what is the biggest blockbuster this week	False
O O O O O	find an oscar nominee movie	True
O O U_event_name O O O B_date L_date	recommend a movie which is released last Friday	False
B_movie_name L_movie_name	training day	False
O U_movie_name O O O	is swat a good movie	False
O O O O O U_movie_name	how is the new movie swat	False
O O O U_movie_name O	what time does thor start	False
U_movie_name	logan	False
O O O O O B_business_name L_business_name	what movies are playing at carmike cinemas	False
O O O O O U_timeofday	give me a movie for tonight	False
O O O O O O	what movies are playing near me	True
O O O O O O O	recommend a movie playing in me area	True
O O U_event_name O B_movie_type L_movie_type	recommend a movie with justin bieber	False
O O O O O O O O O	what is a good movie to see right now	True
O O B_movie_type L_movie_type O O O	recommend a romantic comedy in me area	False
O O O O O O O O O O O	what are movies that are playing near me with high reviews	True
O O U_timeofday	movie times tonight	False
O O O O O O O O O O	can you tell me what movie has the best reviews	True
O O O O O O U_event_name O O B_place_name L_place_name	what are the show times for logan at the nearby theatre	False
O O O U_business_type	show me nearest theatre	False
O O O O O O O B_date I_date I_date L_date	what is a good iranian film from two thousand and sixteen	False
O O O O O	what movies are playing nearby	True
O O O O O O O B_date L_date	what new movies are played in cinemas this week	False
O O O O O U_place_name	what movie theatres are in stephenville	False
O O O O O O O O O O O O	what is the best movie to watch with a glass of wine	True
O O O O O O O B_date L_date	what do you suggest that i watch this weekend	False
O O O O O	what film should i watch	True
O O O O	movies with good reviews	True
O O O O O O O O O O	what 's a good movie that 's out right now	True
B_movie_name I_movie_name I_movie_name L_movie_name	fast and the furious	False
O O O O O O	what are good movies playing now	True
O O O O O U_business_type	show me best in class theatre	False
O O O O O O O B_place_name L_place_name	what movies are being shown at the regal cinema	False
O O O O B_movie_type L_movie_type O	what s a new sci fi movie	False
O O O O O O O O O O O O O O O O O O O O O	suggest movies and songs that i would like but that are n't necessarily like ones i 've already said i like	True
O O O O O O O O U_place_name O O	can you recommend some movies to watch in theater near me	False
O O O O B_date L_date	what movies are playing this week	False
O O O O U_movie_type U_media_type O O U_place_name	what is the latest action movie running in theaters	False
O O O O O B_movie_type I_movie_type L_movie_type O O O U_place_name O O	tell me the movie with best imdb ratings going on in theatres near me	False
O O O O O O	movies with good rotten tomato ratings	True
O O O O O O O O O	what are the current movies playing in me area	True
O O O O O	should i watch this movie	True
O O O O B_place_name I_place_name L_place_name	what 's playing at brea plaza five	False
B_movie_name I_movie_name I_movie_name L_movie_name	kung fu panda three	False
O O U_movie_name O	when is trolls playing	False
O O O O U_timeofday	what movies are playing tonight	False
O O O	any good movies	True
O O O O U_timeofday O B_time L_time O O B_place_name L_place_name	what movies are playing tonight at nine pm at the amc nine	False
O O O O O O	what movies are going around me	True
O O O O O O O U_business_type O	please check on the movies playing in theaters nearby	False
O O O O B_date L_date	what movies are out this week	False
O O O O O O U_movie_name	what are the show times of logan	False
O O O O O	what movie should i see	True
O O O O U_event_name O	what are the new movies releasing	False
O O B_event_name I_event_name I_event_name I_event_name L_event_name	what 's playing in the roosendaal cinema	False
O O O O O B_movie_name L_movie_name	what is a movie like star wars	False
O O O O O B_place_name L_place_name	confirm a movie ticket at glory theater	False
O O O O O O	what movies are playing right now	True
O O O O B_place_name L_place_name	what is playing at amc twenty	False
O O O	latest movie releases	True
O O O U_movie_type O O O U_time	what are new drama movies opening this weekend	False
O O O O O U_place_name	what movies are playing in columbia	False
O O O O O O O O O B_movie_name L_movie_name O	what is the nearest theatre that plays the new vin diesel movie	False
O O O O O U_date	what movie should i watch today	False
O O O O	what 's worth watching	True
O O O O O U_place_name O O O O	what 's a movie in theaters that does n't suck	False
U_business_type O O O	theaters near to me	False
O O O O O	look up movies near me	True
O O O O O O O O O O O O O O O O O	check for all the movie theater prices and availability for a newly released movie in my location	True
O U_business_type O O U_event_name	local theater screening which movie	False
O O O O O O O B_place_name L_place_name	what movies is out there in the local cinema	False
O O O O O U_place_name U_timeofday	tell me movies playing in oceanside tonight	False
O O O	top ten movies	True
O O O O U_date	what should i watch today	False
B_movie_name L_movie_name	ocean eleven	False
O O O O O U_movie_type O	do you have any suggestion action movies	False
O O O O O U_movie_type O O O O	can you suggest a good drama for me to watch	False
O O O O O O O O U_business_type	are there any good movies running in nearby theaters	False
O O O O B_movie_name L_movie_name O O	i need a good chick flick any thoughts	False
O O O O O O	what movie are playing near me	True
O O O O O O	what movie should i go see	True
O O O O O O B_date L_date	what highly rated movies are playing this weekend	False
U_movie_name	deadpool	False
O O O O O U_event_name O O O O O B_place_name L_place_name	can you tell me which movie is going on in the nearby multiplex	False
O O O O O O B_movie_type L_movie_type O O O O O O B_place_name L_place_name	inform me about the most popular rom com movie playing now in theatres across new york	False
O U_movie_name O O O O O	is logan a good movie to watch	False
O O O O	show me movie times	True
O O O O U_business_type	Show times for nearest theater	False
O O B_movie_type L_movie_type O O O O O B_place_name L_place_name O	name a rom com movie playing in and around new york theatres	False
O O O O O	two thousand and seventeen movies	True
O O O O O U_timeofday	what movie do you recommend tonight	False
O O O O O U_business_type U_date	what movies are showing in cinema today	False
O O O U_transport_type O O O U_transport_type O U_place_name O U_date	book me a train ticket in any train to bombay for tomorrow	False
O O O O O O O O B_place_name I_place_name L_place_name O B_place_name I_place_name L_place_name	i need the current dart rail schedule from west irving station to north lake college	False
O O O O B_place_name L_place_name O U_transport_type	schedule a journey to las vegas by train	False
O O U_transport_type O O U_place_name U_date	book a train ticket to boston tomorrow	False
O O O O O O O U_transport_type B_date L_date	reserve a seat for me on the train march twentieth	False
O O O O O U_place_name	confirm a travel ticket to german	False
O O O U_transport_type O	i want a train ticket	False
O O O U_transport_type O O U_place_name O U_place_name O U_date	please book a train ticket from jodhpur to jaisalmer on sunday	False
O O U_transport_type O O O B_transport_descriptor L_transport_descriptor O O U_date O B_time L_time	book a train ticket for one one way for this tuesday at nine am	False
O O O O O O O U_transport_type O O B_place_name L_place_name	get me a seat on the next train going to new york	False
O O U_transport_type O O U_place_name	order a train ticket to boston	False
O O U_transport_type O	show me train tickets	False
O O U_transport_type O O O	book a train ticket for me	False
O O O O O O U_transport_type O	can you please buy me a train ticket	False
O O U_transport_type O B_date I_date L_date O B_time L_time	book a train for twenty two march at twelve pm	False
O O O O O O U_timeofday	book ticket to depart in the morning	False
O U_transport_type O O O O B_date L_date	secure train passage for me on july three	False
O O O U_transport_type O O U_place_name	i want a train ticket to oregon	False
O O O O U_transport_type O O O O O U_date	can you please book train tickets for two for this friday	False
O O O O O U_transport_type O O B_place_name I_place_name L_place_name	i want to book rajdhani train ticket from mumbai to ahmadabad	False
O O U_transport_type O O B_place_name L_place_name	please book train ticket to new york	False
O O O O U_transport_type O O B_place_name L_place_name	book me the cheapest train ticket to new york	False
O O O O O O U_place_name O O B_date L_date	best ticket price air plane to chester on the twenty first	False
O O O O U_date O U_app_name O O O O O	book a ticket for today in irctc site for the stored information	False
O O O U_transport_type O O U_place_name O O	i need a train ticket to rome book ticket	False
O O O O U_transport_type O	help me book a train ticket	False
O O O O O O B_transport_descriptor L_transport_descriptor U_transport_type O B_place_name L_place_name	i need the times for the south bound train on allison rd	False
O O O U_transport_type O O U_place_name	i want a train ticket to edinburgh	False
O O O O U_transport_type O O O	could you make a train ticket for me	False
U_transport_type O	train ticket	False
O O O U_transport_type O O B_place_name L_place_name O O O U_date O B_time I_time L_time O O	book me a train ticket to new york city on the third i do n't care what time	False
O O O U_transport_type O	travel book a train ticket	False
O O O U_transport_descriptor O O U_place_name O U_place_name O U_transport_type	book me a return trip from edinburgh to london by train	False
O U_transport_type O O	book train best deal	False
O O U_transport_type O O B_place_name L_place_name	book a train ticket to new york	False
O O O O U_transport_type O O U_place_name	find me the cheapest train ticket to spain	False
O O U_transport_type O O O U_place_name	book a train ticket to city leeds	False
O O U_transport_type O O U_place_name O B_place_name L_place_name	book a train ticket from canada to las vegas	False
O O O U_transport_type O	book me a train ride	False
O O U_transport_type O O	book a train for me	False
O O U_transport_type O O B_place_name L_place_name	order a train ticket to los angeles	False
O O O O U_transport_type O O U_place_name O U_place_name O U_date U_timeofday	get a me a train ticket to milwaukee from chicago on sunday morning	False
O O O U_transport_type O O U_place_name O	book me a train ticket to barcelona please	False
O O O O O U_transport_type O O B_place_name I_place_name L_place_name	i need to book a train ticket from mumbai to goa	False
O O O O U_transport_type O O U_place_name	please purchase me a train ticket to atlanta	False
O O O U_transport_type O O O B_place_name L_place_name O U_date	i need a train ticket traveling to new york in may	False
O O O O O O O U_place_name O U_date	hey i want to get trains to manchester on Wednesday	False
O O U_transport_type O O U_date O O B_place_name L_place_name	book a train ticket for tomorrow going to new york	False
O O U_transport_type O O B_place_name L_place_name O B_place_name L_place_name	book my train ticket from las vegas to los angeles	False
O O U_place_name	ticket for delhi	False
O O O O U_transport_type O U_place_name	find a non stop train to seattle	False
O U_transport_type O	find train ticket	False
O O O O O U_transport_type O O U_place_name O U_date O O O	can you book me a train ticket to bombay for tomorrow in any train	False
O O O U_transport_type O O U_place_name O B_place_name L_place_name	i want a train ticket from boston to new york	False
O O U_transport_type O O U_place_name U_date	look for train tickets to edinburgh tomorrow	False
O O O U_transport_type O O	i need a train ticket to	False
O O O O U_transport_type O O B_place_name L_place_name	book for me a train ticket to washingdon dc	False
O O U_transport_type O O O B_time L_time O O B_place_name I_place_name L_place_name	book a train ticket for an eight am ride to charleston west virginia	False
O O O O O O U_place_name	confirm a railway reservation ticket to california	False
O O O O O U_transport_type O	i want to book a train ticket	False
O U_transport_type O U_place_name	book train to london	False
O O U_transport_type O O U_place_name O U_place_name O U_date U_timeofday	please book train ticket from mumbai to sangli for tomorrow morning	False
O O O O O O U_transport_type O B_place_name I_place_name L_place_name U_date	i need a ticket on the train to new york city tomorrow	False
O O O U_transport_type O O U_place_name	book me a train ticket to newcastle	False
O O U_transport_type O O B_place_name L_place_name O	order a train ticket to los angeles now	False
O O U_place_name	ticket for bombay	False
O O O U_transport_descriptor U_transport_type O O O B_place_name I_place_name L_place_name O B_time I_time L_time	book me a single train ticket travelling to new york city leaving after nine am	False
O O O O O O U_transport_type O O U_place_name	i need a ticket for a train ride to atlanta	False
O O O O O O O U_transport_type O B_place_name I_place_name L_place_name	i need to get a ticket via train to orlando from hwood	False
O O O O U_transport_type O O U_place_name	find me a cheap train ticket for miamy	False
O O O O O U_place_name	buy me a ticket to boston	False
O O O U_transport_type O O B_date L_date U_date	set up a train ticket for next week Friday	False
O O O O O O O U_transport_type O O O U_place_name U_date O O O	book a ticket for me on a train to get to boston tomorrow what is available	False
O U_transport_type	please train	False
O O O O O U_place_name O U_place_name O U_date	please book a ticket form jaipur to mumbai on tuesday	False
O O O O O O O U_transport_type B_transport_name L_transport_name O O O O	i need a gold class ticket on train number five using my credit card	False
O O O O O B_date L_date U_transport_type O U_place_name	search for two tickets on tuesday 's train to paris	False
O O O O O U_transport_type O O B_place_name I_place_name L_place_name	i need to book rajdhani train ticket from mumbai to ahmedabad	False
O O O O U_transport_type O O O O U_currency_name	can you book a train ticket for me under dollars	False
O O O O U_transport_type O O U_place_name	bring me ticket of train to city leeds	False
O O O O O U_transport_type O O U_place_name O O U_date	can you book me a train ticket to boston for next tuesday	False
O O O O U_transport_type O O B_place_name L_place_name	book for me a train ticket to new york	False
O O U_transport_type O O B_transport_name I_transport_name I_transport_name I_transport_name L_transport_name B_time I_time L_time	book a train ticket on the five hundred and two in fifteen minutes	False
O U_transport_type O	buy train ticket	False
O O O O O O U_transport_type O O O	i want you to book a train ticket for me	False
O U_transport_type O O O O	book train ticket for this time	False
O O U_place_name U_transport_type O	book next ny train ticket	False
O O O U_transport_type O O O O	get me a train ticket to go to	False
O O O U_transport_type O O U_place_name O U_place_name O U_date U_timeofday	can you book train ticket from mumbai to sangli for tomorrow morning	False
O O O O O U_transport_type O O O U_date O U_place_name	can you please book a train ticket for next saturday to boston	False
O O O O O U_transport_type O O U_place_name O B_place_name L_place_name	book my chair class ac train ticket from manhattan to new york	False
O O O O O U_timeofday U_transport_type O	book a ticket for the evening train line	False
O O O O U_transport_type O	can you book a train ticket	False
O O O U_transport_type O O U_date	book me a train ticket for saturday	False
O O O O O O O O U_transport_type O	go to www dot metronorth dot com for train tickets	False
O O O O O	read the ticket for tesla	True
O O U_transport_type O O U_place_name O B_date L_date	buy a train ticket to cleveland for april fourteenth	False
O O O U_transport_type O O B_place_name I_place_name L_place_name	book a rajdhani train ticket from mumbai to ahmedabad	False
O O O O U_transport_type O O U_place_name	book for me a train ticket to california	False
O O O U_transport_type O O U_place_name O	book me a train ticket to atlanta please	False
O O U_transport_type O O B_date I_date L_date O U_place_name	book a train ticket for friday april fourteenth for boston	False
O O O U_transport_type O B_transport_descriptor I_transport_descriptor L_transport_descriptor O O O B_place_name L_place_name	book me a train ride covering five destinations to see in new york	False
O O O O O O B_time L_time U_transport_type O U_place_name	i need to leave on the five pm train to rockville	False
O O O U_transport_type O O O O U_date	book me a train ticket at earliest time tomorrow	False
O O U_transport_type O O U_place_name	repurchase last train ticket to phillyx	False
O O O O U_place_name O U_transport_name O B_time L_time B_date L_date	book a ticket to paris on eurostar at five pm this Friday	False
O O O O O O O U_transport_type O U_place_name	buy me a ticket to take the train to atlanta	False
O O U_date U_transport_type O O O U_place_name	buy me today train ticket to city leeds	False
O O U_transport_type O O O B_transport_descriptor L_transport_descriptor O U_place_name O B_date L_date	book a train ticket with a berth seat to lucknow for next week	False
O U_transport_type O O	open train ticket app	False
O O O U_transport_type O O O O O	book me a train for the next available train	False
